last_reported,num_bikes_available,station_id
1523064262,34,482
1523064722,35,487
1523064687,49,490
1523064706,36,497
1523064404,37,504
1523064541,29,509
1523064737,50,514
1523064265,28,515
1523063262,26,529
1523064460,25,531
1523063874,31,532
1523064725,24,2003
1523064367,31,2009
1523064404,39,3016
1523064505,36,3107
1523062497,30,3109
1523064336,50,3140
1523063758,33,3160
1523064251,45,3165
1523064714,35,3166
1523064737,37,3167
1523062094,36,3169
1523064216,29,3173
1523063544,54,3177
1523063740,29,3226
1523064650,46,3263
1523063583,34,3283
1523063927,30,3285
1523063791,37,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064670,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523064649,0,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064801,18,236
1523064349,31,238
1523064752,33,265
1523064478,32,279
1523064538,36,301
1523063519,29,307
1523064666,18,311
1523064356,30,320
1523064599,32,336
1523064591,32,355
1523064630,36,358
1523064436,37,361
1523064728,33,368
1523064801,31,369
1523064080,31,379
1523064723,38,380
1523064038,39,383
1523059359,31,398
1523064524,40,401
1523064140,29,403
1523063902,30,410
1523064061,34,433
1523064809,27,438
1523063969,35,439
1523064803,46,445
1523064792,27,453
1523064438,29,471
1523064396,37,473
1523064262,34,482
1523064722,35,487
1523064817,48,490
1523064706,36,497
1523064404,37,504
1523064541,29,509
1523064737,50,514
1523064265,28,515
1523063262,26,529
1523064460,25,531
1523063874,31,532
1523064725,24,2003
1523064367,31,2009
1523064404,39,3016
1523064505,36,3107
1523062497,30,3109
1523064336,50,3140
1523063758,33,3160
1523064251,45,3165
1523064714,35,3166
1523064737,37,3167
1523062094,36,3169
1523064216,29,3173
1523063544,54,3177
1523063740,29,3226
1523064650,46,3263
1523063583,34,3283
1523063927,30,3285
1523063791,37,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064801,32,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523064649,0,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064855,18,236
1523064349,31,238
1523064752,33,265
1523064478,32,279
1523064538,36,301
1523063519,29,307
1523064666,18,311
1523064356,30,320
1523064599,32,336
1523064876,32,355
1523064630,36,358
1523064874,38,361
1523064728,33,368
1523064801,31,369
1523064080,31,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064524,40,401
1523064140,29,403
1523063902,30,410
1523064061,34,433
1523064864,26,438
1523063969,35,439
1523064803,46,445
1523064877,28,453
1523064438,29,471
1523064396,37,473
1523064848,35,482
1523064722,35,487
1523064817,48,490
1523064706,36,497
1523064404,37,504
1523064541,29,509
1523064737,50,514
1523064265,28,515
1523063262,26,529
1523064460,25,531
1523063874,31,532
1523064725,24,2003
1523064367,31,2009
1523064404,39,3016
1523064505,36,3107
1523062497,30,3109
1523064336,50,3140
1523063758,33,3160
1523064251,45,3165
1523064714,35,3166
1523064737,37,3167
1523062094,36,3169
1523064216,29,3173
1523063544,54,3177
1523063740,29,3226
1523064650,46,3263
1523063583,34,3283
1523063927,30,3285
1523063791,37,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064801,32,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523064649,0,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064943,19,236
1523064349,31,238
1523064752,33,265
1523064478,32,279
1523064538,36,301
1523063519,29,307
1523064666,18,311
1523064356,30,320
1523064599,32,336
1523064900,31,355
1523064630,36,358
1523064874,38,361
1523064728,33,368
1523064801,31,369
1523064080,31,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523064140,29,403
1523063902,30,410
1523064061,34,433
1523064864,26,438
1523063969,35,439
1523064803,46,445
1523064914,27,453
1523064438,29,471
1523064396,37,473
1523064848,35,482
1523064722,35,487
1523064817,48,490
1523064706,36,497
1523064404,37,504
1523064541,29,509
1523064737,50,514
1523064265,28,515
1523064953,26,529
1523064460,25,531
1523063874,31,532
1523064725,24,2003
1523064367,31,2009
1523064404,39,3016
1523064505,36,3107
1523064896,31,3109
1523064336,50,3140
1523063758,33,3160
1523064251,45,3165
1523064714,35,3166
1523064737,37,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523064650,46,3263
1523063583,34,3283
1523063927,30,3285
1523063791,37,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064942,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523064649,0,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064943,19,236
1523064349,31,238
1523064752,33,265
1523064478,32,279
1523064538,36,301
1523063519,29,307
1523064666,18,311
1523064356,30,320
1523064599,32,336
1523064900,31,355
1523064630,36,358
1523064874,38,361
1523064728,33,368
1523064801,31,369
1523065015,30,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523064140,29,403
1523064957,31,410
1523064061,34,433
1523064864,26,438
1523064995,36,439
1523064803,46,445
1523064914,27,453
1523064438,29,471
1523064396,37,473
1523064848,35,482
1523064722,35,487
1523065012,48,490
1523064706,36,497
1523064404,37,504
1523064541,29,509
1523064737,50,514
1523064265,28,515
1523065016,26,529
1523065014,26,531
1523065012,30,532
1523064725,24,2003
1523064367,31,2009
1523064986,38,3016
1523064505,36,3107
1523064896,31,3109
1523064336,50,3140
1523063758,33,3160
1523064251,45,3165
1523064714,35,3166
1523064737,37,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523064650,46,3263
1523063583,34,3283
1523063927,30,3285
1523063791,37,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064942,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523064987,1,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064943,19,236
1523064349,31,238
1523064752,33,265
1523064478,32,279
1523064538,36,301
1523063519,29,307
1523064666,18,311
1523064356,30,320
1523064599,32,336
1523064900,31,355
1523064630,36,358
1523064874,38,361
1523064728,33,368
1523064801,31,369
1523065015,30,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523064140,29,403
1523065028,32,410
1523064061,34,433
1523064864,26,438
1523064995,36,439
1523064803,46,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065019,47,490
1523064706,36,497
1523064404,37,504
1523064541,29,509
1523064737,50,514
1523064265,28,515
1523065071,26,529
1523065014,26,531
1523065012,30,532
1523064725,24,2003
1523064367,31,2009
1523064986,38,3016
1523064505,36,3107
1523064896,31,3109
1523064336,50,3140
1523063758,33,3160
1523064251,45,3165
1523064714,35,3166
1523064737,37,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523064650,46,3263
1523063583,34,3283
1523063927,30,3285
1523063791,37,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064942,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523065033,0,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064943,19,236
1523064349,31,238
1523065084,33,265
1523064478,32,279
1523064538,36,301
1523063519,29,307
1523064666,18,311
1523064356,30,320
1523064599,32,336
1523064900,31,355
1523064630,36,358
1523064874,38,361
1523064728,33,368
1523064801,31,369
1523065015,30,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523064140,29,403
1523065028,32,410
1523065088,36,433
1523064864,26,438
1523064995,36,439
1523065134,45,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065019,47,490
1523065128,33,497
1523064404,37,504
1523064541,29,509
1523064737,50,514
1523064265,28,515
1523065133,25,529
1523065089,28,531
1523065012,30,532
1523064725,24,2003
1523065096,32,2009
1523064986,38,3016
1523064505,36,3107
1523064896,31,3109
1523064336,50,3140
1523063758,33,3160
1523064251,45,3165
1523064714,35,3166
1523065094,37,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523064650,46,3263
1523063583,34,3283
1523063927,30,3285
1523063791,37,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064942,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523065033,0,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064943,19,236
1523064349,31,238
1523065084,33,265
1523064478,32,279
1523064538,36,301
1523063519,29,307
1523064666,18,311
1523065161,31,320
1523064599,32,336
1523065172,31,355
1523064630,36,358
1523064874,38,361
1523064728,33,368
1523064801,31,369
1523065015,30,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523065190,28,403
1523065028,32,410
1523065088,36,433
1523064864,26,438
1523064995,36,439
1523065134,45,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065019,47,490
1523065169,34,497
1523064404,37,504
1523065172,30,509
1523064737,50,514
1523064265,28,515
1523065196,25,529
1523065089,28,531
1523065012,30,532
1523064725,24,2003
1523065096,32,2009
1523064986,38,3016
1523064505,36,3107
1523064896,31,3109
1523064336,50,3140
1523065170,34,3160
1523064251,45,3165
1523064714,35,3166
1523065094,37,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523064650,46,3263
1523063583,34,3283
1523063927,30,3285
1523065165,38,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064942,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523065033,0,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064943,19,236
1523064349,31,238
1523065084,33,265
1523064478,32,279
1523064538,36,301
1523065231,28,307
1523065227,19,311
1523065215,31,320
1523064599,32,336
1523065214,30,355
1523064630,36,358
1523064874,38,361
1523064728,33,368
1523065240,32,369
1523065015,30,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523065207,29,403
1523065028,32,410
1523065088,36,433
1523064864,26,438
1523064995,36,439
1523065134,45,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065019,47,490
1523065239,33,497
1523064404,37,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065246,25,529
1523065089,28,531
1523065012,30,532
1523064725,24,2003
1523065096,32,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523064336,50,3140
1523065170,34,3160
1523065241,45,3165
1523064714,35,3166
1523065094,37,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523063583,34,3283
1523063927,30,3285
1523065165,38,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064942,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523065228,2,3641
1523064771,31,127
1523064702,31,150
1523064729,30,161
1523064943,19,236
1523064349,31,238
1523065297,32,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065227,19,311
1523065215,31,320
1523064599,32,336
1523065214,30,355
1523064630,36,358
1523064874,38,361
1523064728,33,368
1523065240,32,369
1523065015,30,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523065207,29,403
1523065028,32,410
1523065248,37,433
1523065279,27,438
1523064995,36,439
1523065134,45,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065019,47,490
1523065239,33,497
1523065310,38,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065312,25,529
1523065089,28,531
1523065012,30,532
1523065297,23,2003
1523065096,32,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523064336,50,3140
1523065170,34,3160
1523065241,45,3165
1523064714,35,3166
1523065094,37,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523063583,34,3283
1523063927,30,3285
1523065165,38,3288
1523062763,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523064942,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523065228,2,3641
1523064771,31,127
1523065373,30,150
1523065328,29,161
1523064943,19,236
1523065367,30,238
1523065297,32,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065227,19,311
1523065215,31,320
1523064599,32,336
1523065214,30,355
1523064630,36,358
1523064874,38,361
1523065325,34,368
1523065240,32,369
1523065015,30,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523065207,29,403
1523065028,32,410
1523065248,37,433
1523065279,27,438
1523064995,36,439
1523065134,45,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065019,47,490
1523065239,33,497
1523065310,38,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065372,25,529
1523065089,28,531
1523065012,30,532
1523065297,23,2003
1523065096,32,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523064336,50,3140
1523065170,34,3160
1523065241,45,3165
1523064714,35,3166
1523065340,36,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523063583,34,3283
1523063927,30,3285
1523065165,38,3288
1523065324,31,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523065372,31,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523065228,2,3641
1523064771,31,127
1523065382,29,150
1523065328,29,161
1523064943,19,236
1523065420,31,238
1523065411,32,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065227,19,311
1523065425,33,320
1523064599,32,336
1523065214,30,355
1523064630,36,358
1523064874,38,361
1523065378,35,368
1523065240,32,369
1523065015,30,379
1523064855,39,380
1523064843,38,383
1523059359,31,398
1523064929,40,401
1523065207,29,403
1523065028,32,410
1523065248,37,433
1523065279,27,438
1523064995,36,439
1523065134,45,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065019,47,490
1523065239,33,497
1523065310,38,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065372,25,529
1523065401,27,531
1523065383,31,532
1523065421,24,2003
1523065096,32,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523064336,50,3140
1523065170,34,3160
1523065241,45,3165
1523064714,35,3166
1523065340,36,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523063583,34,3283
1523063927,30,3285
1523065383,37,3288
1523065324,31,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523065378,30,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523065228,2,3641
1523064771,31,127
1523065382,29,150
1523065328,29,161
1523064943,19,236
1523065420,31,238
1523065486,32,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065451,18,311
1523065425,33,320
1523064599,32,336
1523065214,30,355
1523064630,36,358
1523064874,38,361
1523065378,35,368
1523065240,32,369
1523065015,30,379
1523064855,39,380
1523065438,39,383
1523059359,31,398
1523064929,40,401
1523065207,29,403
1523065028,32,410
1523065248,37,433
1523065279,27,438
1523064995,36,439
1523065442,44,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065019,47,490
1523065486,32,497
1523065310,38,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065372,25,529
1523065401,27,531
1523065485,31,532
1523065421,24,2003
1523065096,32,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523064336,50,3140
1523065170,34,3160
1523065241,45,3165
1523064714,35,3166
1523065340,36,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523063583,34,3283
1523063927,30,3285
1523065383,37,3288
1523065324,31,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523065378,30,3409
1523064721,36,3534
1523058818,29,3553
1523064637,22,3632
1523065228,2,3641
1523064771,31,127
1523065382,29,150
1523065328,29,161
1523064943,19,236
1523065420,31,238
1523065554,33,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065451,18,311
1523065425,33,320
1523064599,32,336
1523065214,30,355
1523064630,36,358
1523064874,38,361
1523065378,35,368
1523065240,32,369
1523065527,29,379
1523064855,39,380
1523065533,39,383
1523059359,31,398
1523064929,40,401
1523065207,29,403
1523065028,32,410
1523065248,37,433
1523065279,27,438
1523065548,36,439
1523065442,44,445
1523064914,27,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065504,46,490
1523065486,32,497
1523065310,38,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065372,25,529
1523065401,27,531
1523065495,30,532
1523065421,24,2003
1523065513,31,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523065517,51,3140
1523065170,34,3160
1523065241,45,3165
1523064714,35,3166
1523065340,36,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523063583,34,3283
1523063927,30,3285
1523065383,37,3288
1523065526,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523065378,30,3409
1523064721,36,3534
1523058818,29,3553
1523065520,12,3632
1523065228,2,3641
1523064771,31,127
1523065382,29,150
1523065328,29,161
1523064943,19,236
1523065420,31,238
1523065603,34,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065451,18,311
1523065425,33,320
1523065596,31,336
1523065214,30,355
1523064630,36,358
1523064874,38,361
1523065378,35,368
1523065615,32,369
1523065582,28,379
1523064855,39,380
1523065603,38,383
1523059359,31,398
1523064929,40,401
1523065207,29,403
1523065028,32,410
1523065569,38,433
1523065279,27,438
1523065584,37,439
1523065565,45,445
1523065594,28,453
1523065042,28,471
1523064396,37,473
1523065031,36,482
1523064722,35,487
1523065504,46,490
1523065486,32,497
1523065588,39,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065372,25,529
1523065401,27,531
1523065495,30,532
1523065421,24,2003
1523065513,31,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523065517,51,3140
1523065615,33,3160
1523065241,45,3165
1523064714,35,3166
1523065340,36,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523063583,34,3283
1523063927,30,3285
1523065383,37,3288
1523065526,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523065378,30,3409
1523064721,36,3534
1523058818,29,3553
1523065520,12,3632
1523065228,2,3641
1523064771,31,127
1523065617,30,150
1523065328,29,161
1523064943,19,236
1523065420,31,238
1523065603,34,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065451,18,311
1523065425,33,320
1523065596,31,336
1523065214,30,355
1523064630,36,358
1523064874,38,361
1523065378,35,368
1523065615,32,369
1523065582,28,379
1523064855,39,380
1523065603,38,383
1523059359,31,398
1523065647,39,401
1523065207,29,403
1523065028,32,410
1523065569,38,433
1523065665,27,438
1523065629,38,439
1523065667,44,445
1523065661,29,453
1523065042,28,471
1523064396,37,473
1523065650,37,482
1523064722,35,487
1523065643,45,490
1523065486,32,497
1523065588,39,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065372,25,529
1523065646,28,531
1523065495,30,532
1523065421,24,2003
1523065513,31,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523065517,51,3140
1523065615,33,3160
1523065241,45,3165
1523064714,35,3166
1523065340,36,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523065627,35,3283
1523063927,30,3285
1523065383,37,3288
1523065526,32,3295
1523064364,30,3301
1523064527,37,3305
1523062346,37,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523065669,29,3409
1523064721,36,3534
1523058818,29,3553
1523065621,11,3632
1523065228,2,3641
1523064771,31,127
1523065707,29,150
1523065685,30,161
1523064943,19,236
1523065420,31,238
1523065603,34,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065451,18,311
1523065425,33,320
1523065596,31,336
1523065699,31,355
1523064630,36,358
1523064874,38,361
1523065378,35,368
1523065615,32,369
1523065582,28,379
1523065699,38,380
1523065603,38,383
1523059359,31,398
1523065647,39,401
1523065207,29,403
1523065028,32,410
1523065569,38,433
1523065665,27,438
1523065629,38,439
1523065667,44,445
1523065661,29,453
1523065042,28,471
1523064396,37,473
1523065650,37,482
1523064722,35,487
1523065643,45,490
1523065707,31,497
1523065707,40,504
1523065172,30,509
1523064737,50,514
1523065248,27,515
1523065372,25,529
1523065646,28,531
1523065495,30,532
1523065686,25,2003
1523065513,31,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523065517,51,3140
1523065615,33,3160
1523065241,45,3165
1523065674,34,3166
1523065340,36,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523065627,35,3283
1523063927,30,3285
1523065383,37,3288
1523065526,32,3295
1523064364,30,3301
1523064527,37,3305
1523065706,36,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523065669,29,3409
1523064721,36,3534
1523058818,29,3553
1523065714,10,3632
1523065694,3,3641
1523064771,31,127
1523065707,29,150
1523065685,30,161
1523064943,19,236
1523065420,31,238
1523065603,34,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065451,18,311
1523065425,33,320
1523065596,31,336
1523065699,31,355
1523065781,35,358
1523064874,38,361
1523065739,36,368
1523065615,32,369
1523065582,28,379
1523065699,38,380
1523065603,38,383
1523059359,31,398
1523065647,39,401
1523065207,29,403
1523065028,32,410
1523065569,38,433
1523065665,27,438
1523065782,37,439
1523065667,44,445
1523065661,29,453
1523065042,28,471
1523064396,37,473
1523065650,37,482
1523064722,35,487
1523065643,45,490
1523065707,31,497
1523065707,40,504
1523065172,30,509
1523064737,50,514
1523065794,28,515
1523065372,25,529
1523065646,28,531
1523065495,30,532
1523065778,26,2003
1523065513,31,2009
1523064986,38,3016
1523065224,37,3107
1523064896,31,3109
1523065517,51,3140
1523065615,33,3160
1523065241,45,3165
1523065674,34,3166
1523065340,36,3167
1523062094,36,3169
1523064216,29,3173
1523064903,55,3177
1523063740,29,3226
1523065231,47,3263
1523065627,35,3283
1523063927,30,3285
1523065383,37,3288
1523065526,32,3295
1523064364,30,3301
1523064527,37,3305
1523065706,36,3312
1523063791,36,3318
1523059568,34,3320
1523062579,36,3323
1523065669,29,3409
1523064721,36,3534
1523065759,29,3553
1523065714,10,3632
1523065773,2,3641
1523064771,31,127
1523065707,29,150
1523065685,30,161
1523064943,19,236
1523065420,31,238
1523065603,34,265
1523064478,32,279
1523064538,36,301
1523065264,29,307
1523065839,17,311
1523065425,33,320
1523065808,32,336
1523065699,31,355
1523065781,35,358
1523064874,38,361
1523065739,36,368
1523065615,32,369
1523065582,28,379
1523065699,38,380
1523065603,38,383
1523059359,31,398
1523065647,39,401
1523065207,29,403
1523065028,32,410
1523065569,38,433
1523065665,27,438
1523065840,36,439
1523065667,44,445
1523065661,29,453
1523065042,28,471
1523064396,37,473
1523065829,38,482
1523064722,35,487
1523065643,45,490
1523065707,31,497
1523065707,40,504
1523065172,30,509
1523064737,50,514
1523065794,28,515
1523065808,25,529
1523065646,28,531
1523065495,30,532
1523065807,26,2003
1523065513,31,2009
